Reaction ID,RXN type,Reactant(s)
9513686,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Ic1ccccc1']"
9769793,inter_rxn_one_to_alpha,"['C=CN(C)C(C)=O', 'Brc1ccccc1']"
9802810,inter_rxn_one_to_beta,"['C=CC#N', 'Cc1cc(Br)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1']"
10659194,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'COc1cc(CO[Si](C)(C)C(C)(C)C)cc(Cl)n1']"
10669457,inter_rxn_one_to_beta,"['C=Cc1ccccc1Cl', 'COCOc1c(OC)ccc(C)c1I']"
10879819,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'Fc1cc(Br)cc(F)c1C(F)(F)F']"
11037622,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1cccc(I)c1']"
11046533,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'BrC1=CCCC2(C1)OCCO2']"
11184997,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'N#Cc1ccc(I)cc1']"
11277240,inter_rxn_one_to_beta,"['C=Cc1ccc(O)cc1', 'CC(C)(C#N)c1cc(Br)cc(Cn2cncn2)c1']"
22881312,inter_rxn_one_to_beta,"['C=CC(=O)N1CCOCC1', 'COc1cc(Cl)ccc1C1=CCN(C(=O)OC(C)(C)C)CC1']"
22958659,inter_rxn_one_to_beta,"['C=CC(N)=O', 'Cc1cc(F)ccc1Br']"
22970163,inter_rxn_one_to_beta,"['C=Cc1ccc2cc(F)c(F)cc2n1', 'OC1c2cc(Br)ccc2OCc2cccnc21']"
22970164,inter_rxn_one_to_beta,"['C=Cc1ccc2cc(F)c(F)cc2n1', 'OC1c2cnccc2C=Cc2ccc(Br)cc21']"
22970166,inter_rxn_one_to_beta,"['C=Cc1ccc2cc(F)c(F)cc2n1', 'OC1c2cc(Br)ccc2OCc2ncccc21']"
23049226,inter_rxn_one_to_beta,"['C=CC#N', 'Cc1nc2ccc(I)cc2s1']"
23055295,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc(C)c(S(=O)(=O)N(Cc2cccc(OC3CCCCO3)c2)c2ccc(I)cc2)c(C)c1']"
23055296,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1cc(Br)ccc1-c1nc2c(C)nn(C3CCCCC3)c2c(=O)[nH]1']"
23138284,inter_rxn_one_to_beta,"['C=CC[C@@H](C(=O)OC(C)C)[C@H](O)C(=O)OC(C)C', 'CCOc1ccc(Br)cc1']"
23140549,inter_rxn_one_to_beta,"['C=CC=O', 'COC(=O)COc1cccc(I)c1']"
23140550,inter_rxn_one_to_beta,"['C=CC=O', 'CC(C)(C)OC(=O)COc1ccc(Cl)c(I)c1']"
23140551,inter_rxn_one_to_beta,"['C=CC=O', 'Cc1ccc(-c2c(C#N)c(CC(C)C)nc3ccc(Br)cc23)cc1']"
23144720,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=S(=O)(OC1=CCC2(CC1)OCCO2)C(F)(F)F']"
23144725,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)c1nn(-c2ccc(C(F)(F)F)cn2)cc1I']"
23151581,inter_rxn_one_to_beta,"['C=CCn1cccc1C(=O)O', 'CC(C)(C)OC(=O)COc1cccc(I)c1']"
23223249,inter_rxn_one_to_beta,"['C=CC(=O)N1C(=O)N(C)[C@H](C)[C@@H]1c1ccccc1', 'Brc1cccnc1']"
23312666,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1cc(OCc2ccccc2)ccc1Br']"
23317133,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Ic1ccc2ncnc(Oc3ccccc3)c2c1']"
23400153,inter_rxn_one_to_beta,"['C=CC(N)=O', 'COc1cc(Br)cc(C)c1N']"
23408645,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Oc1ccc(C(=C2CCCCCC2)c2ccc(Br)cc2)cc1']"
23408650,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Oc1ccc(C(=C2C3CCCC2CCC3)c2ccc(Br)cc2)cc1']"
23499227,inter_rxn_one_to_alpha,"['C=COCCCC', 'COc1ccc2cccc(OS(=O)(=O)C(F)(F)F)c2n1']"
23571263,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Nc1cnccc1I']"
23576349,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=C(Cc1cccc(Br)c1)c1ccc(-c2ccccc2)o1']"
23658376,inter_rxn_one_to_beta,"['C=CC(C)=O', 'CCc1ccc2c(c1)C(OS(=O)(=O)C(F)(F)F)=CC(C)(C)CO2']"
23738334,inter_rxn_one_to_beta,"['C=CC(=O)OCc1ccccc1', 'CCOC(=O)c1ccccc1Br']"
23829101,inter_rxn_one_to_beta,"['C=CC#N', 'CCOC(=O)c1c(I)c2cc(OCc3ccccc3)ccc2n1-c1ccc(OC(C)C)cc1']"
23830972,inter_rxn_one_to_beta,"['C=CC[C@@H](C(=O)OC(C)C)[C@H](O)C(=O)OC(C)C', 'FC(F)(F)Oc1ccc(Br)cc1']"
24278955,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Brc1ccc(OC2Cc3ccccc3C2)cc1']"
24715872,inter_rxn_one_to_beta,"['C=CC#N', 'COc1cc(I)ccc1N']"
24728161,inter_rxn_one_to_beta,"['C=Cc1ccc(F)cc1', 'N#CCCS(=O)(=O)c1ccc(Br)cc1']"
24798331,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)c1ccc(I)c(O)c1']"
24798335,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Fc1cccc(COc2ccc(Nc3ncnc4sc5cc(Br)ccc5c34)cc2Cl)c1']"
24800827,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Cc1c[nH]c2c(Br)cc(F)cc12']"
24879125,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Nc1c(F)cc(-c2ccc(C(F)(F)F)c(F)c2)cc1Br']"
24879126,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Nc1c(F)cc(-c2ccc(C(F)(F)F)cc2)cc1Br']"
25582812,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=C(O)c1cc2cc(Br)ccc2[nH]1']"
25593212,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Oc1ccc(Br)cc1F']"
25669646,inter_rxn_one_to_beta,"['C=CC#N', 'CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1Br']"
25671216,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CCNc1nc(N)nc(C)c1I']"
25678920,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COC(=O)c1cc(I)c(O)c(C2CCCCC2)c1']"
25754741,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Nc1ncc(Br)cc1I']"
25756491,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(F)c(Br)c1']"
25760956,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1c(COc2ccc(Br)cc2F)noc1-c1ccc(C(F)(F)F)cc1']"
27732707,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'COc1ccc(Cn2nc(I)c3cccnc32)cc1']"
27792731,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CN(C)CCCCC(=O)c1cccc(Br)c1']"
27809907,inter_rxn_one_to_beta,"['C=CC(C)=O', 'CC(C)Oc1ccc(Oc2ncc(I)s2)cc1']"
27820026,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OC(=O)N1CCc2ccc(Br)cc2C1']"
27820086,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Oc1cc(Br)cc(F)c1F']"
27921222,inter_rxn_one_to_beta,"['C=CC(=O)[C@H](NC(=O)OC(C)(C)C)C(C)C', 'COc1cccc(I)c1']"
28043259,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CSc1nc(C)c(I)c(NC2CCOC2)n1']"
28329075,inter_rxn_one_to_beta,"['C=CC#N', 'Ic1ccc2[nH]c3ccccc3c2c1']"
28516932,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'Cc1ncc(C#N)c(Nc2ccc3[nH]ccc3c2C)c1I']"
28640348,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)c1c(Br)c(F)cc2nn(C)cc12']"
28645755,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'C[Si](C)(C)CCOCn1nc(I)c2ccc(C=O)cc21']"
28741182,inter_rxn_one_to_beta,"['C=CS(=O)(=O)NC', 'Brc1ccc2[nH]ccc2c1']"
28799940,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OC(=O)N1CCC[C@H]1c1ccc(Br)cc1']"
28880038,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'Brc1cccc2ccccc12']"
29182061,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CSc1cc(F)ccc1I']"
29291246,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1nc(N)nc(N[C@@H]2CCOC2)c1I']"
29293468,inter_rxn_one_to_beta,"['C=CCNC(=O)C(F)(F)F', 'CCC(O)(CC)CSc1cccc(Br)c1']"
29453668,inter_rxn_one_to_beta,"['C=CCc1ccc(OC)cc1', 'CCCCOc1cc(C(=O)OC)ccc1I']"
29467744,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'N#Cc1ccc(Br)cc1Cl']"
29533400,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'O=Cc1ccccc1Br']"
29540721,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc(C#N)cc(C)c1OS(=O)(=O)C(F)(F)F']"
29622907,inter_rxn_one_to_beta,"['C=CC(C)(C)O', 'CC(C)Nc1nc(-c2ccco2)nc2ccc(I)cc12']"
29630109,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Nc1ccc(Br)cn1']"
29689175,inter_rxn_one_to_beta,"['C=CC(=O)Nc1ccccc1NC(=O)OC(C)(C)C', 'CCOC(=O)[C@H]1CN(C)C[C@@H]1c1ccc(Br)cc1']"
29808416,inter_rxn_one_to_beta,"['C=CB1OC(C)(C)C(C)(C)O1', 'Brc1csc(CN2CCOCC2)n1']"
29871369,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'COc1cc(C=O)ccc1OS(=O)(=O)C(F)(F)F']"
30307562,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1ccc(Br)c2c1c(CCN(C)C)cn2C']"
30657155,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=C(c1ccccc1)c1ccc(Br)cc1']"
30675663,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OC(=O)N1CCC2(CC1)CC(=O)c1cc(Br)cc(F)c1O2']"
30778830,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'O=C1c2ccccc2CCc2cc(Br)sc21']"
30964107,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Nc1ccc(Br)cn1']"
31048284,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(=O)c1cccc(Br)c1']"
31374678,inter_rxn_one_to_beta,"['C=Cc1ccc(Cl)cc1', 'O=Cc1ccccc1Br']"
31386512,inter_rxn_one_to_beta,"['C=CC[C@@H](NC(=O)OC(C)(C)C)C(=O)O', 'Ic1ccncc1']"
31465234,inter_rxn_one_to_beta,"['C=Cc1csc2c(N)ncnc12', 'CCOC(=O)c1ccc(C)c(I)c1']"
32003812,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CCCC[C@]1(CC)CS(=O)(=O)c2cc(OS(=O)(=O)C(F)(F)F)c(OC)cc2[C@@H](c2ccccc2)N1']"
32039874,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1ccccc1Cl']"
32697714,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(O)c1[nH]c2ccccc2c1C1CCCN(Cc2ccc(Br)cc2F)C1']"
32707679,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Cc1cc(C)cc(I)c1']"
33337407,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Brc1ccc2[nH]ccc2c1']"
33369791,inter_rxn_one_to_beta,"['C=CC(=O)N1CCOCC1', 'O=c1n(Cc2nc3cc(Cl)ccn3c2I)c2cnccc2n1C1CC1']"
33821298,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Brc1ccnc(C2CC2)c1']"
33821301,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'FC(F)(F)c1cn2ccc(Br)cc2n1']"
33963608,inter_rxn_one_to_beta,"['C=Cc1cc(C)c(O)cc1NC(=O)OC(C)(C)C', 'O=S(=O)(Nc1ccccn1)c1ccc(I)cc1']"
34074217,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'C[C@H](c1cccc2ccccc12)N(CC1CN(C)c2ccc(Br)cc2O1)C(=O)OC(C)(C)C']"
34747942,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC(C)(C)OC(=O)N1CCC(C#N)(c2ccccc2Br)CC1']"
37262119,inter_rxn_one_to_beta,"['C=Cc1scnc1C', 'COc1ccc(Br)cc1']"
37560445,inter_rxn_one_to_beta,"['C=CC(=O)N1N=Cc2ccccc2C1c1ccco1', 'COc1cc(Cc2cnc(N)nc2N)cc(I)c1OC']"
37871281,inter_rxn_one_to_beta,"['C=CCC(=O)OC', 'CS[C@H]1O[C@@H](c2ccc(C)c(Cc3ccc(Cl)cc3)c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O']"
39150136,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'O=C1OC(=O)c2ccc(Br)c3cccc1c23']"
39502639,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Brc1ccccc1C1OCCCO1']"
40605806,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1c(Br)ccc2c1nnn2C']"
46523327,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Nc1ccc(Cl)cc1I']"
49018428,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'O=Cc1cc(F)ccc1Br']"
52488316,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'Brc1cccnc1']"
56926253,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Nc1cc(Cl)ncc1I']"
888009,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=C(O)c1ccc(Br)cc1']"
1705522,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1cc(N)c(I)c(C)n1']"
3352950,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1ncc(I)cn1']"
4605439,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'CSc1ccc(Br)cc1']"
5264014,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'O=C(O)c1ccc(I)cc1']"
8806949,inter_rxn_one_to_beta,"['C=C[Si](C)(C)c1ccccn1', 'Ic1ccccc1']"
8835989,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'COc1ncc(Br)cn1']"
9146193,inter_rxn_one_to_beta,"['C=CC#N', 'Clc1ccc(I)cc1']"
9178128,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'Ic1cccnc1']"
9266783,inter_rxn_one_to_beta,"['C=CC=O', 'O=[N+]([O-])c1ccc(Br)cc1']"
9388932,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'Clc1ccccc1I']"
9546747,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Ic1cccc2ccccc12']"
10058439,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=Cc1cc(Br)ccc1O']"
10184795,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'N#Cc1cccc(Br)c1']"
10223609,inter_rxn_one_to_beta,"['C=CCCCCCC', 'Clc1ccccc1']"
10609973,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COc1ccc(-c2ccc(Br)cn2)cc1OC']"
10683632,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'COc1nc(Cl)ccc1[N+](=O)[O-]']"
10879816,inter_rxn_one_to_beta,"['C=CC(=O)OCCCC', 'Cc1c(F)cc(Br)cc1F']"
11022906,inter_rxn_one_to_beta,"['C=Cc1ccc(S(=O)(=O)c2ccccc2F)cn1', 'Fc1ccccc1I']"
11093394,inter_rxn_one_to_beta,"['C=CCCC(=O)OCC', 'CC(OC(=O)Nc1conc1-c1ccc(I)cc1)c1ccccc1Cl']"
11184963,inter_rxn_one_to_beta,"['C=CC(C)=O', 'Brc1cccc2ccccc12']"
11184983,inter_rxn_one_to_beta,"['C=CC(C)=O', 'CC(=O)c1ccc(Br)cc1']"
11184995,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Fc1cccc(I)c1']"
22970165,inter_rxn_one_to_beta,"['C=Cc1ccc2cc(F)c(F)cc2n1', 'O=c1c2cc(Br)ccc2ccc2ncccc12']"
23140046,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1cc2c(-c3cccc(Br)c3)c(CC(=O)Nc3ccc(F)cc3C(F)(F)F)c(=O)oc2cc1Cl']"
23231589,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CN(c1ccc(N/C(=C2\\C(=O)Nc3cc(Cl)ccc32)c2cccc(I)c2)cc1)S(C)(=O)=O']"
23232060,inter_rxn_one_to_beta,"['C=CC(=O)N1C(=O)N(C)[C@H](C)[C@@H]1c1ccccc1', 'Fc1cccc(Br)c1']"
23311193,inter_rxn_one_to_beta,"['C=CC(N)=O', 'CCCCC1(CCCC)C(=O)C(C2=NS(=O)(=O)c3cc(I)ccc3N2)=C(O)c2cc(F)ccc21']"
23401633,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Oc1ccc(C(=C2CCCCCC2)c2ccc(Br)cc2F)cc1']"
23401634,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC1(C)CC(=C(c2ccc(O)cc2)c2ccc(Br)cc2)CC(C)(C)C1']"
23406392,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc([N+](=O)[O-])c(Cl)cc1I']"
23406393,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Clc1c(I)cc2ccsc2c1Cl']"
23406398,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1c2c(=O)n(CCCNC(=O)OC(C)(C)C)c3ccc(I)cc3c2nn1C1CCCCO1']"
23408178,inter_rxn_one_to_beta,"['C=CC1CC(=O)N1', 'Cc1ccc(I)cc1']"
23408644,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Oc1ccc(C(=C2CCCCC2)c2ccc(Br)cc2)cc1']"
23420369,inter_rxn_one_to_beta,"['C=CC(=O)N1CCC(C(=O)N[C@@H](C)C(=O)OC)CC1', 'Clc1ccc(I)c(Cl)c1Cl']"
23491805,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1cc(C#N)ccc1I']"
23575038,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CN1CCCC1c1cncc(Br)c1']"
23662870,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(=O)Oc1cc(I)c(O)c(C#N)c1C#N']"
23665073,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'O=[N+]([O-])c1ccc(Oc2ccncc2I)c(F)c1']"
23744105,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'O=C1Nc2cccc(I)c2/C1=C/c1ccc[nH]1']"
23744106,inter_rxn_one_to_beta,"['C=Cc1ccccc1', 'COc1cc[nH]c1/C=C1\\C(=O)Nc2cccc(I)c21']"
23745012,inter_rxn_one_to_beta,"['C=CC(=O)OCc1ccccc1', 'CCOC(=O)c1c(C)cc(OC)cc1OS(=O)(=O)C(F)(F)F']"
23856122,inter_rxn_one_to_beta,"['C=CCCCC(=O)OC', 'O=C(O)c1conc1-c1ccc(I)cc1']"
24424614,inter_rxn_one_to_beta,"['C=CC(=O)O', 'N#Cc1ccc(Br)cc1']"
24788129,inter_rxn_one_to_beta,"['C=CC#N', 'Cc1cc(Br)ccc1N']"
24788380,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'O=Cc1ccc(Br)cc1F']"
24798342,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1c(I)cc(C(=O)NCc2cc(C3CC3)no2)c(=O)n1-c1cccc(C(F)(F)F)c1']"
24798343,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COCCOc1cc(C(C)(C)C)ccc1I']"
25588158,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'COc1c(Br)cc(-c2cccc(Cl)c2)c2cnc(N(C)C)nc12']"
25593231,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'O=[N+]([O-])c1ccc(Br)cc1CS(=O)(=O)c1ccccc1']"
25597084,inter_rxn_one_to_beta,"['C=Cc1ccc(F)cc1', 'COc1ccc(COc2cc(I)ccn2)cc1']"
25756486,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CCC(=O)c1cccc(Br)c1']"
25840687,inter_rxn_one_to_beta,"['C=CCN1C(=O)C(=O)c2ccccc21', 'Clc1ccc(I)cc1Cl']"
25841249,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CCC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccc(Br)cc1']"
25920641,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'Brc1cccs1']"
27819846,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Clc1ccc(-n2cnnn2)c(I)c1']"
27820087,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'OC[C@@H](O)c1cc(I)ccc1Cl']"
28516998,inter_rxn_one_to_beta,"['C=Cc1cccc(CO)n1', 'Cc1c(Nc2c(I)cncc2C#N)ccc2[nH]ccc12']"
28517008,inter_rxn_one_to_beta,"['C=Cc1cccc(CO)n1', 'Cc1ncc(C#N)c(Nc2ccc3[nH]ccc3c2C)c1I']"
28517019,inter_rxn_one_to_beta,"['C=Cc1cncc(C#N)c1Nc1ccc2[nH]ccc2c1C', 'Cc1cc(CN2CCN(C)CC2)ccc1I']"
28584251,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'Cc1ccc(Cl)cc1']"
28605808,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC1(C)OC(=O)Nc2ccc(Br)cc21']"
28638870,inter_rxn_one_to_beta,"['C=CC(=O)Nc1ccccc1NC(=O)OC(C)(C)C', 'O=Cc1ccc(Br)cc1']"
28640345,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)c1c(Br)ccc2nn(C)cc12']"
28640347,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)c1nc(N(Cc2ccccc2)Cc2ccccc2)ccc1Br']"
28640349,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COC(=O)c1c(Br)c(Cl)cc2nn(C)cc12']"
28645784,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'O=Cc1ccc2c(I)nn(C3CCCCO3)c2c1']"
28656556,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1ccc(Cn2nc(I)c3c(N4CCN(C(=O)OC(C)(C)C)CC4)c(-c4ccccc4)cnc32)cc1']"
28656563,inter_rxn_one_to_beta,"['C=Cc1cccnc1', 'COc1ccc(Cn2nc(I)c3c(N4CCN(C(=O)OC(C)(C)C)CC4)c(C4CC4)cnc32)cc1']"
28741184,inter_rxn_one_to_beta,"['C=CS(=O)(=O)Oc1ccccc1', 'Brc1ccc2[nH]ccc2c1']"
28741185,inter_rxn_one_to_beta,"['C=CS(N)(=O)=O', 'Brc1ccc2[nH]ccc2c1']"
28751465,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'CC(C)(C)OC(=O)N1CCC2(CC1)CC(=O)c1cc(Br)ccc1O2']"
28799938,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1[nH]c2ccccc2c1CCN1CCCC1c1ccc(Br)cc1']"
28820719,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CC(C)Oc1cc(Nc2ccc(Br)cn2)ccc1C(C)C']"
28867171,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1nn(C)c(Oc2cc(Br)ccc2Cl)c1C=O']"
28880037,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'Clc1cccc(Br)c1']"
28883472,inter_rxn_one_to_beta,"['C=CS(=O)(=O)c1ccccc1', 'CN1CCC[C@@H]1Cc1c[nH]c2ccc(Br)cc12']"
28909095,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CN1CCN(C(=O)/C=C/c2ccc(Br)cc2)CC1']"
29040624,inter_rxn_one_to_beta,"['C=Cc1ccccn1', 'Brc1ccccc1']"
29060444,inter_rxn_one_to_beta,"['C=CCN1C(=O)c2ccccc2C1=O', 'COc1ccc2sc(CNc3nncc(-c4c(C)cc(Br)cc4C)n3)nc2c1']"
29162546,inter_rxn_one_to_beta,"['C=Cc1ccncc1', 'Nc1ccc(I)cc1']"
29291247,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Cc1nc(N)nc(NC2CCOCC2)c1I']"
29379702,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'Cc1cc(Br)ccc1C(=O)O']"
29467746,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'N#Cc1cc(F)c(Br)cc1Cl']"
29467748,inter_rxn_one_to_beta,"['C=CC(=O)OC(C)(C)C', 'CCOC(=O)c1cc(F)c(Br)cc1Cl']"
29630110,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Nc1ccc(Br)c(F)c1']"
29689168,inter_rxn_one_to_beta,"['C=CC(=O)Nc1ccccc1NC(=O)OC(C)(C)C', 'CCOC(=O)[C@H]1CN(CC(F)F)C[C@@H]1c1ccc(Br)cc1']"
29689170,inter_rxn_one_to_beta,"['C=CC(=O)Nc1ccccc1NC(=O)OC(C)(C)C', 'CCOC(=O)[C@H]1CN(C)C[C@@H]1c1ccc(Br)cn1']"
29704385,inter_rxn_one_to_beta,"['C=Cc1ccc(C)cc1', 'N#Cc1ccc(Br)cc1']"
29705973,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'Nc1ccc(C(F)(F)F)cc1Br']"
29789537,inter_rxn_one_to_beta,"['C=CC(=O)N(C)C', 'COc1ccc(Cn2nc(I)c3c(NC4CCCCC4)nccc32)cc1']"
29844373,inter_rxn_one_to_beta,"['C=CB1OC(C)CC(C)(C)O1', 'CS(=O)(=O)Nc1ccc(I)cc1']"
29870921,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CN1CCC(=C2c3ccccc3CCc3cc(Br)sc32)CC1']"
29871392,inter_rxn_one_to_beta,"['C=CC(=O)OC', 'COc1cc(C=O)cc(OC)c1OS(=O)(=O)C(F)(F)F']"
29912367,inter_rxn_one_to_beta,"['C=CC(=O)O', 'COC(=O)C(C)c1ccccc1Br']"
30386608,inter_rxn_one_to_beta,"['C=CC(=O)OCC', 'CC1OCCC1Sc1c(I)cnc2ccccc12']"
30729330,inter_rxn_one_to_beta,"['C=CC(C)=O', 'Clc1cc(Cl)c(I)c(Cl)c1']"
30854045,inter_rxn_one_to_beta,"['C=Cc1ccc(OC)cc1', 'Cc1ccc(I)cc1']"
